year,iso3c,smod,pop_WPP2022,country
1950,ETH,Rural grid cells,9.882961183293148,Ethiopia
1950,ETH,Urban cluster,5.70527318784541,Ethiopia
1955,ETH,Urban centre,2.2782001838017427,Ethiopia
1955,ETH,Rural grid cells,10.873638180638649,Ethiopia
1955,ETH,Urban cluster,6.343160635559609,Ethiopia
1960,ETH,Urban centre,2.6451256015824645,Ethiopia
1960,ETH,Rural grid cells,11.895637633012928,Ethiopia
1960,ETH,Urban cluster,6.9359517654046074,Ethiopia
1965,ETH,Urban centre,3.218922665984395,Ethiopia
1965,ETH,Rural grid cells,13.203313827311218,Ethiopia
1965,ETH,Urban cluster,7.9708685067043845,Ethiopia
1970,ETH,Urban centre,3.9563249807166505,Ethiopia
1970,ETH,Rural grid cells,14.690944099890617,Ethiopia
1970,ETH,Urban cluster,9.266007919392734,Ethiopia
1975,ETH,Urban centre,4.838365445046403,Ethiopia
1975,ETH,Rural grid cells,16.307310932294442,Ethiopia
1975,ETH,Urban cluster,10.729600622659156,Ethiopia
1980,ETH,Urban centre,6.009258204049679,Ethiopia
1980,ETH,Rural grid cells,16.980196200781226,Ethiopia
1980,ETH,Urban cluster,11.905956595169094,Ethiopia
1985,ETH,Urban centre,8.200117602313952,Ethiopia
1985,ETH,Rural grid cells,17.937221418198128,Ethiopia
1985,ETH,Urban cluster,13.582692979487918,Ethiopia
1990,ETH,Urban centre,11.726566614763565,Ethiopia
1990,ETH,Rural grid cells,19.815190534877644,Ethiopia
1990,ETH,Urban cluster,15.472268850358788,Ethiopia
1995,ETH,Urban centre,17.882796360999087,Ethiopia
1995,ETH,Rural grid cells,21.314881896497475,Ethiopia
1995,ETH,Urban cluster,17.349767742503435,Ethiopia
2000,ETH,Urban centre,24.76090675747154,Ethiopia
2000,ETH,Rural grid cells,22.499069142245283,Ethiopia
2000,ETH,Urban cluster,18.799484100283188,Ethiopia
2005,ETH,Urban centre,29.219313101199784,Ethiopia
2005,ETH,Rural grid cells,26.15739642487865,Ethiopia
2005,ETH,Urban cluster,21.000503473921572,Ethiopia
2010,ETH,Urban centre,32.45277898101192,Ethiopia
2010,ETH,Rural grid cells,30.554157015557635,Ethiopia
2010,ETH,Urban cluster,24.962962003430448,Ethiopia
2015,ETH,Urban centre,33.0025509489849,Ethiopia
2015,ETH,Rural grid cells,36.13604983335861,Ethiopia
2015,ETH,Urban cluster,31.958583217656493,Ethiopia
2020,ETH,Urban centre,28.418563637691523,Ethiopia
2020,ETH,Rural grid cells,41.786154437726296,Ethiopia
2020,ETH,Urban cluster,45.433641924582176,Ethiopia
1950,FIN,Urban centre,0.25490023300799136,Finland
1950,FIN,Rural grid cells,2.085462923861289,Finland
1950,FIN,Urban cluster,1.6462668431307197,Finland
1955,FIN,Urban centre,0.31172883995024836,Finland
1955,FIN,Rural grid cells,2.1552817334005483,Finland
1955,FIN,Urban cluster,1.7446964266492033,Finland
1960,FIN,Urban centre,0.3745774230029627,Finland
1960,FIN,Rural grid cells,2.2116679330976354,Finland
1960,FIN,Urban cluster,1.8273956438994017,Finland
1965,FIN,Urban centre,0.4381466783048132,Finland
1965,FIN,Rural grid cells,2.2486877336810194,Finland
1965,FIN,Urban cluster,1.871669588014168,Finland
1970,FIN,Urban centre,0.49521346467001404,Finland
1970,FIN,Rural grid cells,2.262955085330976,Finland
1970,FIN,Urban cluster,1.85636044999901,Finland
1975,FIN,Urban centre,0.562827332812101,Finland
1975,FIN,Rural grid cells,2.2769234075331055,Finland
1975,FIN,Urban cluster,1.8625972596547933,Finland
1980,FIN,Urban centre,0.7067526394099946,Finland
1980,FIN,Rural grid cells,2.2647338699315678,Finland
1980,FIN,Urban cluster,1.7996774906584383,Finland
1985,FIN,Urban centre,0.8024374149530497,Finland
1985,FIN,Rural grid cells,2.298441145454659,Finland
1985,FIN,Urban cluster,1.7928134395922917,Finland
1990,FIN,Urban centre,0.9663726857256414,Finland
1990,FIN,Rural grid cells,2.2708346674752535,Finland
1990,FIN,Urban cluster,1.7372846467991052,Finland
1995,FIN,Urban centre,1.1152733735548854,Finland
1995,FIN,Rural grid cells,2.261896346461882,Finland
1995,FIN,Urban cluster,1.7217322799832324,Finland
2000,FIN,Urban centre,1.1921200639633365,Finland
2000,FIN,Rural grid cells,2.2400979206670084,Finland
2000,FIN,Urban cluster,1.7391070153696548,Finland
2005,FIN,Urban centre,1.241645437882028,Finland
2005,FIN,Rural grid cells,2.2100006606675935,Finland
2005,FIN,Urban cluster,1.784936901450378,Finland
2010,FIN,Urban centre,1.293275530732239,Finland
2010,FIN,Rural grid cells,2.1952570273852543,Finland
2010,FIN,Urban cluster,1.8628324418825066,Finland
2015,FIN,Urban centre,1.430317886704451,Finland
2015,FIN,Rural grid cells,2.1661997456659816,Finland
2015,FIN,Urban cluster,1.875181367629568,Finland
2020,FIN,Urban centre,1.4645738457434174,Finland
2020,FIN,Rural grid cells,2.162181897858631,Finland
2020,FIN,Urban cluster,1.8984592563979517,Finland
1950,FJI,Rural grid cells,0.2197466831866326,Fiji
1950,FJI,Urban cluster,0.0866243168133674,Fiji
1955,FJI,Rural grid cells,0.23687953416929755,Fiji
1955,FJI,Urban cluster,0.10182146583070245,Fiji
1960,FJI,Rural grid cells,0.26384162956835006,Fiji
1960,FJI,Urban cluster,0.13167937043164996,Fiji
1965,FJI,Urban centre,0.05380116003732123,Fiji
1965,FJI,Rural grid cells,0.29211079472884294,Fiji
1965,FJI,Urban cluster,0.11623004523383583,Fiji
1970,FJI,Urban centre,0.07023861231057252,Fiji
1970,FJI,Rural grid cells,0.31509243025381434,Fiji
1970,FJI,Urban cluster,0.13704295743561323,Fiji
1975,FJI,Urban centre,0.08646269512231097,Fiji
1975,FJI,Rural grid cells,0.33216244549971574,Fiji
1975,FJI,Urban cluster,0.15220785937797324,Fiji
1980,FJI,Urban centre,0.09620437105624957,Fiji
1980,FJI,Rural grid cells,0.3587357560200904,Fiji
1980,FJI,Urban cluster,0.18169687292366005,Fiji
1985,FJI,Urban centre,0.10506480836645371,Fiji
1985,FJI,Rural grid cells,0.3887983055711323,Fiji
1985,FJI,Urban cluster,0.22527388606241397,Fiji
1990,FJI,Urban centre,0.15647643153091426,Fiji
1990,FJI,Rural grid cells,0.40973971847863855,Fiji
1990,FJI,Urban cluster,0.21047784999044714,Fiji
1995,FJI,Urban centre,0.17082919925922666,Fiji
1995,FJI,Rural grid cells,0.40529259759734093,Fiji
1995,FJI,Urban cluster,0.21530720314343238,Fiji
2000,FJI,Urban centre,0.18678148297170777,Fiji
2000,FJI,Rural grid cells,0.41436889708963837,Fiji
2000,FJI,Urban cluster,0.2269276199386539,Fiji
2005,FJI,Urban centre,0.20109574385621726,Fiji
2005,FJI,Rural grid cells,0.4272528859208902,Fiji
2005,FJI,Urban cluster,0.24251137022289262,Fiji
2010,FJI,Urban centre,0.2636993963902888,Fiji
2010,FJI,Rural grid cells,0.422124122621905,Fiji
2010,FJI,Urban cluster,0.21759748098780615,Fiji
2015,FJI,Urban centre,0.27430659609464275,Fiji
2015,FJI,Rural grid cells,0.424744474005602,Fiji
2015,FJI,Urban cluster,0.21748992989975524,Fiji
2020,FJI,Urban centre,0.2817848913159937,Fiji
2020,FJI,Rural grid cells,0.41976790519817425,Fiji
2020,FJI,Urban cluster,0.21653820348583203,Fiji
1950,FLK,Rural grid cells,0.00218,Falkland Islands
1955,FLK,Rural grid cells,0.002187,Falkland Islands
1960,FLK,Rural grid cells,0.002253,Falkland Islands
1965,FLK,Rural grid cells,0.002309,Falkland Islands
1970,FLK,Rural grid cells,0.002275,Falkland Islands
1975,FLK,Rural grid cells,0.002276,Falkland Islands
1980,FLK,Rural grid cells,0.002248,Falkland Islands
1985,FLK,Rural grid cells,0.0022370000000000003,Falkland Islands
1990,FLK,Rural grid cells,0.00232,Falkland Islands
1995,FLK,Rural grid cells,0.002689,Falkland Islands
2000,FLK,Rural grid cells,0.003052,Falkland Islands
2005,FLK,Rural grid cells,0.003197,Falkland Islands
2010,FLK,Rural grid cells,0.0031910000000000003,Falkland Islands
2015,FLK,Rural grid cells,0.003368,Falkland Islands
2020,FLK,Rural grid cells,0.003736,Falkland Islands
1950,FRA,Urban centre,14.314758748670688,France
1950,FRA,Rural grid cells,16.725285083798028,France
1950,FRA,Urban cluster,10.61155216753128,France
1955,FRA,Urban centre,15.203159649698756,France
1955,FRA,Rural grid cells,17.22793991825409,France
1955,FRA,Urban cluster,10.978193432047151,France
1960,FRA,Urban centre,16.211029606990948,France
1960,FRA,Rural grid cells,17.76361732123958,France
1960,FRA,Urban cluster,11.456484071769463,France
1965,FRA,Urban centre,17.43628424316778,France
1965,FRA,Rural grid cells,18.350156362929653,France
1965,FRA,Urban cluster,12.127306393902566,France
1970,FRA,Urban centre,18.562208503004495,France
1970,FRA,Rural grid cells,18.931257637426643,France
1970,FRA,Urban cluster,12.80658285956886,France
1975,FRA,Urban centre,19.459419852296325,France
1975,FRA,Rural grid cells,19.488756834087617,France
1975,FRA,Urban cluster,13.377229313616054,France
1980,FRA,Urban centre,19.941120791392603,France
1980,FRA,Rural grid cells,19.925722390505204,France
1980,FRA,Urban cluster,13.695108818102193,France
1985,FRA,Urban centre,20.645203444045432,France
1985,FRA,Rural grid cells,20.486803828770107,France
1985,FRA,Urban cluster,13.846695727184459,France
1990,FRA,Urban centre,21.202898399890955,France
1990,FRA,Rural grid cells,21.019470928879286,France
1990,FRA,Urban cluster,14.071885671229753,France
1995,FRA,Urban centre,21.511420411738534,France
1995,FRA,Rural grid cells,21.40157446710027,France
1995,FRA,Urban cluster,14.408875121161197,France
2000,FRA,Urban centre,21.894113214441784,France
2000,FRA,Rural grid cells,21.928787027165612,France
2000,FRA,Urban cluster,14.672035758392616,France
2005,FRA,Urban centre,22.499462082771537,France
2005,FRA,Rural grid cells,22.735945975528807,France
2005,FRA,Urban cluster,15.076941941699651,France
2010,FRA,Urban centre,22.855672278905313,France
2010,FRA,Rural grid cells,23.624849032511783,France
2010,FRA,Urban cluster,15.792312688582905,France
2015,FRA,Urban centre,23.320248397430834,France
2015,FRA,Rural grid cells,24.215341969090808,France
2015,FRA,Urban cluster,16.17962563347836,France
2020,FRA,Urban centre,23.36317527949737,France
2020,FRA,Rural grid cells,24.585621109730493,France
2020,FRA,Urban cluster,16.50896361077214,France
1950,FRO,Rural grid cells,0.022581092300996475,Faroe Islands
1950,FRO,Urban cluster,0.008932907699003524,Faroe Islands
1955,FRO,Rural grid cells,0.02307919686008831,Faroe Islands
1955,FRO,Urban cluster,0.00901580313991169,Faroe Islands
1960,FRO,Rural grid cells,0.02416205736709207,Faroe Islands
1960,FRO,Urban cluster,0.009760942632907934,Faroe Islands
1965,FRO,Rural grid cells,0.025372682032492763,Faroe Islands
1965,FRO,Urban cluster,0.010706317967507237,Faroe Islands
1970,FRO,Rural grid cells,0.026526909147672455,Faroe Islands
1970,FRO,Urban cluster,0.011666090852327539,Faroe Islands
1975,FRO,Rural grid cells,0.027697694164489063,Faroe Islands
1975,FRO,Urban cluster,0.012710305835510936,Faroe Islands
1980,FRO,Rural grid cells,0.02938294343787824,Faroe Islands
1980,FRO,Urban cluster,0.013395056562121761,Faroe Islands
1985,FRO,Rural grid cells,0.031832093581699354,Faroe Islands
1985,FRO,Urban cluster,0.013533906418300651,Faroe Islands
1990,FRO,Rural grid cells,0.033923649910885624,Faroe Islands
1990,FRO,Urban cluster,0.013852350089114382,Faroe Islands
1995,FRO,Rural grid cells,0.029241460701879614,Faroe Islands
1995,FRO,Urban cluster,0.014400539298120386,Faroe Islands
2000,FRO,Rural grid cells,0.030065562949912222,Faroe Islands
2000,FRO,Urban cluster,0.015294437050087779,Faroe Islands
2005,FRO,Rural grid cells,0.031576291505623875,Faroe Islands
2005,FRO,Urban cluster,0.016712708494376123,Faroe Islands
2010,FRO,Rural grid cells,0.03166199517482531,Faroe Islands
2010,FRO,Urban cluster,0.016765004825174692,Faroe Islands
2015,FRO,Rural grid cells,0.03192489529346536,Faroe Islands
2015,FRO,Urban cluster,0.01657310470653464,Faroe Islands
2020,FRO,Rural grid cells,0.0341010470858604,Faroe Islands
2020,FRO,Urban cluster,0.01794695291413961,Faroe Islands
1950,FSM,Rural grid cells,0.031455,Micronesia (Federated States of)
1955,FSM,Rural grid cells,0.036269,Micronesia (Federated States of)
1960,FSM,Rural grid cells,0.042214,Micronesia (Federated States of)
1965,FSM,Rural grid cells,0.049979,Micronesia (Federated States of)
1970,FSM,Rural grid cells,0.05117075232429134,Micronesia (Federated States of)
1970,FSM,Urban cluster,0.00692124767570867,Micronesia (Federated States of)
1975,FSM,Rural grid cells,0.057037769583644204,Micronesia (Federated States of)
1975,FSM,Urban cluster,0.009357230416355795,Micronesia (Federated States of)
1980,FSM,Rural grid cells,0.06371539999875749,Micronesia (Federated States of)
1980,FSM,Urban cluster,0.011479600001242509,Micronesia (Federated States of)
1985,FSM,Rural grid cells,0.06751794984031909,Micronesia (Federated States of)
1985,FSM,Urban cluster,0.01923305015968093,Micronesia (Federated States of)
1990,FSM,Rural grid cells,0.07033183422486755,Micronesia (Federated States of)
1990,FSM,Urban cluster,0.02736516577513246,Micronesia (Federated States of)
1995,FSM,Rural grid cells,0.07881455450153252,Micronesia (Federated States of)
1995,FSM,Urban cluster,0.03125244549846749,Micronesia (Federated States of)
2000,FSM,Rural grid cells,0.07697960541255816,Micronesia (Federated States of)
2000,FSM,Urban cluster,0.034571394587441844,Micronesia (Federated States of)
2005,FSM,Rural grid cells,0.07544200135647773,Micronesia (Federated States of)
2005,FSM,Urban cluster,0.03577499864352227,Micronesia (Federated States of)
2010,FSM,Rural grid cells,0.07255547750760326,Micronesia (Federated States of)
2010,FSM,Urban cluster,0.034895522492396754,Micronesia (Federated States of)
2015,FSM,Rural grid cells,0.07941022442506065,Micronesia (Federated States of)
2015,FSM,Urban cluster,0.029832775574939345,Micronesia (Federated States of)
2020,FSM,Rural grid cells,0.08059619917839249,Micronesia (Federated States of)
2020,FSM,Urban cluster,0.0309928008216075,Micronesia (Federated States of)
1950,GAB,Urban centre,0.07033725579657152,Gabon
1950,GAB,Rural grid cells,0.10694455396710566,Gabon
1950,GAB,Urban cluster,0.2941931902363228,Gabon
1955,GAB,Urban centre,0.08566876453274719,Gabon
1955,GAB,Rural grid cells,0.12259622897786657,Gabon
1955,GAB,Urban cluster,0.27923100648938626,Gabon
1960,GAB,Urban centre,0.10442932371012834,Gabon
1960,GAB,Rural grid cells,0.13902947138846003,Gabon
1960,GAB,Urban cluster,0.2669922049014116,Gabon
1965,GAB,Urban centre,0.12811477164854518,Gabon
1965,GAB,Rural grid cells,0.1562573381970458,Gabon
1965,GAB,Urban cluster,0.2591818901544091,Gabon
1970,GAB,Urban centre,0.15886744995484914,Gabon
1970,GAB,Rural grid cells,0.17439051078302184,Gabon
1970,GAB,Urban cluster,0.257667039262129,Gabon
1975,GAB,Urban centre,0.19935634367013277,Gabon
1975,GAB,Rural grid cells,0.19357760528786117,Gabon
1975,GAB,Urban cluster,0.26298505104200603,Gabon
1980,GAB,Urban centre,0.26771583612750177,Gabon
1980,GAB,Rural grid cells,0.19555873492535228,Gabon
1980,GAB,Urban cluster,0.2761314289471459,Gabon
1985,GAB,Urban centre,0.3156821884321964,Gabon
1985,GAB,Rural grid cells,0.2141970714482386,Gabon
1985,GAB,Urban cluster,0.3148697401195649,Gabon
1990,GAB,Urban centre,0.3842549171979542,Gabon
1990,GAB,Rural grid cells,0.23815190965999658,Gabon
1990,GAB,Urban cluster,0.3472531731420493,Gabon
1995,GAB,Urban centre,0.5010199824590404,Gabon
1995,GAB,Rural grid cells,0.25810433513704345,Gabon
1995,GAB,Urban cluster,0.3486136824039162,Gabon
2000,GAB,Urban centre,0.5566642054052084,Gabon
2000,GAB,Rural grid cells,0.27581713975004585,Gabon
2000,GAB,Urban cluster,0.4239836548447457,Gabon
2005,GAB,Urban centre,0.7747502312488254,Gabon
2005,GAB,Rural grid cells,0.3123175249834074,Gabon
2005,GAB,Urban cluster,0.3499722437677674,Gabon
2010,GAB,Urban centre,0.9671473730744691,Gabon
2010,GAB,Rural grid cells,0.3475301568854914,Gabon
2010,GAB,Urban cluster,0.3665934700400396,Gabon
2015,GAB,Urban centre,1.1667462497588545,Gabon
2015,GAB,Rural grid cells,0.38830595013458385,Gabon
2015,GAB,Urban cluster,0.4435548001065616,Gabon
2020,GAB,Urban centre,1.446366905949493,Gabon
2020,GAB,Rural grid cells,0.39010184394858194,Gabon
2020,GAB,Urban cluster,0.4315262501019251,Gabon
1950,GBR,Urban centre,25.891486137172134,United Kingdom
1950,GBR,Rural grid cells,8.033272136754414,United Kingdom
1950,GBR,Urban cluster,16.006283726073463,United Kingdom
1955,GBR,Urban centre,26.766032305435857,United Kingdom
1955,GBR,Rural grid cells,8.122156205996674,United Kingdom
1955,GBR,Urban cluster,16.199354488567465,United Kingdom
1960,GBR,Urban centre,27.741694455096027,United Kingdom
1960,GBR,Rural grid cells,8.209588212988674,United Kingdom
1960,GBR,Urban cluster,16.4309463319153,United Kingdom
1965,GBR,Urban centre,28.97541738466524,United Kingdom
1965,GBR,Rural grid cells,8.292913884733862,United Kingdom
1965,GBR,Urban cluster,16.786203730600906,United Kingdom
1970,GBR,Urban centre,30.114749251364778,United Kingdom
1970,GBR,Rural grid cells,8.377557700341029,United Kingdom
1970,GBR,Urban cluster,17.046564048294183,United Kingdom
1975,GBR,Urban centre,30.776157171166684,United Kingdom
1975,GBR,Rural grid cells,8.471606403732173,United Kingdom
1975,GBR,Urban cluster,17.010814425101145,United Kingdom
1980,GBR,Urban centre,30.448160904442197,United Kingdom
1980,GBR,Rural grid cells,8.589011001463353,United Kingdom
1980,GBR,Urban cluster,17.24992309409445,United Kingdom
1985,GBR,Urban centre,30.582474379881155,United Kingdom
1985,GBR,Rural grid cells,8.656231624466505,United Kingdom
1985,GBR,Urban cluster,17.36870899565234,United Kingdom
1990,GBR,Urban centre,31.226616517050292,United Kingdom
1990,GBR,Rural grid cells,8.69615147083946,United Kingdom
1990,GBR,Urban cluster,17.211634012110252,United Kingdom
1995,GBR,Urban centre,31.800278988172995,United Kingdom
1995,GBR,Rural grid cells,8.724800677115326,United Kingdom
1995,GBR,Urban cluster,17.33785133471168,United Kingdom
2000,GBR,Urban centre,32.63414389074606,United Kingdom
2000,GBR,Rural grid cells,8.811417046731682,United Kingdom
2000,GBR,Urban cluster,17.289221062522262,United Kingdom
2005,GBR,Urban centre,33.82569076711866,United Kingdom
2005,GBR,Rural grid cells,8.903254547214924,United Kingdom
2005,GBR,Urban cluster,17.455810685666417,United Kingdom
2010,GBR,Urban centre,35.75439403290751,United Kingdom
2010,GBR,Rural grid cells,9.081834564561001,United Kingdom
2010,GBR,Urban cluster,17.66290440253148,United Kingdom
2015,GBR,Urban centre,37.671122248531816,United Kingdom
2015,GBR,Rural grid cells,9.239378601036641,United Kingdom
2015,GBR,Urban cluster,18.097587150431544,United Kingdom
2020,GBR,Urban centre,39.43417633122802,United Kingdom
2020,GBR,Rural grid cells,9.315727717316248,United Kingdom
2020,GBR,Urban cluster,18.20126995145574,United Kingdom
1950,GEO,Urban centre,0.6170326264723611,Georgia
1950,GEO,Rural grid cells,1.6982738750246789,Georgia
1950,GEO,Urban cluster,1.18244449850296,Georgia
1955,GEO,Urban centre,0.718584076467755,Georgia
1955,GEO,Rural grid cells,1.712349974528136,Georgia
1955,GEO,Urban cluster,1.281726949004109,Georgia
1960,GEO,Urban centre,0.8556309581796808,Georgia
1960,GEO,Rural grid cells,1.7312676788603198,Georgia
1960,GEO,Urban cluster,1.4278133629599992,Georgia
1965,GEO,Urban centre,1.027441037435093,Georgia
1965,GEO,Rural grid cells,1.7474113776707065,Georgia
1965,GEO,Urban cluster,1.6104915848942005,Georgia
1970,GEO,Urban centre,1.2222234434932118,Georgia
1970,GEO,Rural grid cells,1.752723302006228,Georgia
1970,GEO,Urban cluster,1.8050512545005597,Georgia
1975,GEO,Urban centre,1.3479540466154731,Georgia
1975,GEO,Rural grid cells,1.7284253087967771,Georgia
1975,GEO,Urban cluster,1.8765806445877495,Georgia
1980,GEO,Urban centre,1.5899243143528579,Georgia
1980,GEO,Rural grid cells,1.7640386112179844,Georgia
1980,GEO,Urban cluster,1.7742880744291576,Georgia
